distance_between,description,child,parent,do_not_evaluate
1,0-Generalized abdominal tenderness,0-R10.817,2-R10.817,TRUE
1,"0-Abdominal tenderness, unspecified site",0-R10.819,0-R10.81,TRUE
1,"0-Abdominal tenderness, unspecified site",0-R10.819,2-R10.819,TRUE
1,0-Rebound abdominal tenderness,0-R10.82,0-R10.8,TRUE
1,0-Rebound abdominal tenderness,0-R10.82,2-R10.82,TRUE
1,0-Right upper quadrant rebound abdominal tenderness,0-R10.821,0-R10.82,TRUE
1,0-Right upper quadrant rebound abdominal tenderness,0-R10.821,2-R10.821,TRUE
1,0-Left upper quadrant rebound abdominal tenderness,0-R10.822,0-R10.82,TRUE
1,0-Left upper quadrant rebound abdominal tenderness,0-R10.822,2-R10.822,TRUE
1,0-Right lower quadrant rebound abdominal tenderness,0-R10.823,0-R10.82,TRUE
1,0-Right lower quadrant rebound abdominal tenderness,0-R10.823,2-R10.823,TRUE
1,0-Left lower quadrant rebound abdominal tenderness,0-R10.824,0-R10.82,TRUE
1,0-Left lower quadrant rebound abdominal tenderness,0-R10.824,2-R10.824,TRUE
1,0-Periumbilic rebound abdominal tenderness,0-R10.825,0-R10.82,TRUE
1,0-Periumbilic rebound abdominal tenderness,0-R10.825,2-R10.825,TRUE
1,0-Epigastric rebound abdominal tenderness,0-R10.826,0-R10.82,TRUE
1,0-Epigastric rebound abdominal tenderness,0-R10.826,2-R10.826,TRUE
1,0-Generalized rebound abdominal tenderness,0-R10.827,0-R10.82,TRUE
1,0-Generalized rebound abdominal tenderness,0-R10.827,2-R10.827,TRUE
1,"0-Rebound abdominal tenderness, unspecified site",0-R10.829,0-R10.82,TRUE
1,"0-Rebound abdominal tenderness, unspecified site",0-R10.829,2-R10.829,TRUE
1,0-Colic,0-R10.83,0-R10.8,TRUE
1,0-Colic,0-R10.83,2-R10.83,TRUE
1,0-Generalized abdominal pain,0-R10.84,0-R10.8,TRUE
1,0-Generalized abdominal pain,0-R10.84,2-R10.84,TRUE
1,0-Abdominal pain of multiple sites,0-R10.85,0-R10.8,TRUE
1,0-Abdominal pain of multiple sites,0-R10.85,2-R10.85,TRUE
1,0-Flank tenderness,0-R10.8A,0-R10.8,TRUE
1,0-Flank tenderness,0-R10.8A,2-R10.8A,TRUE
1,0-Right flank tenderness,0-R10.8A1,0-R10.8A,TRUE
1,0-Right flank tenderness,0-R10.8A1,2-R10.8A1,TRUE
1,0-Left flank tenderness,0-R10.8A2,0-R10.8A,TRUE
1,0-Left flank tenderness,0-R10.8A2,2-R10.8A2,TRUE
1,0-Suprapubic tenderness,0-R10.8A3,0-R10.8A,TRUE
1,0-Suprapubic tenderness,0-R10.8A3,2-R10.8A3,TRUE
1,"0-Flank tenderness, unspecified",0-R10.8A9,0-R10.8A,TRUE
1,"0-Flank tenderness, unspecified",0-R10.8A9,2-R10.8A9,TRUE
1,0-Unspecified abdominal pain,0-R10.9,0-R10,TRUE
1,0-Unspecified abdominal pain,0-R10.9,2-R10.9,TRUE
1,0-Pain localized to flank,0-R10.A,0-R10,TRUE
1,0-Pain localized to flank,0-R10.A,2-R10.A,TRUE
1,"0-Flank pain, unspecified side",0-R10.A0,0-R10.A,TRUE
1,"0-Flank pain, unspecified side",0-R10.A0,2-R10.A0,TRUE
1,"0-Flank pain, right side",0-R10.A1,0-R10.A,TRUE
1,"0-Flank pain, right side",0-R10.A1,2-R10.A1,TRUE
1,"0-Flank pain, left side",0-R10.A2,0-R10.A,TRUE
1,"0-Flank pain, left side",0-R10.A2,2-R10.A2,TRUE
1,"0-Flank pain, bilateral",0-R10.A3,0-R10.A,TRUE
1,"0-Flank pain, bilateral",0-R10.A3,2-R10.A3,TRUE
1,0-Nausea and vomiting,0-R11,0-R10-R19,TRUE
1,0-Nausea and vomiting,0-R11,2-R11,TRUE
1,0-Nausea,0-R11.0,0-R11,TRUE
1,0-Nausea,0-R11.0,2-R11.0,TRUE
1,0-Vomiting,0-R11.1,0-R11,TRUE
1,0-Vomiting,0-R11.1,2-R11.1,TRUE
1,"0-Vomiting, unspecified",0-R11.10,0-R11.1,TRUE
1,"0-Vomiting, unspecified",0-R11.10,2-R11.10,TRUE
1,0-Vomiting without nausea,0-R11.11,0-R11.1,TRUE
1,0-Vomiting without nausea,0-R11.11,2-R11.11,TRUE
1,0-Projectile vomiting,0-R11.12,0-R11.1,TRUE
1,0-Projectile vomiting,0-R11.12,2-R11.12,TRUE
1,0-Vomiting of fecal matter,0-R11.13,0-R11.1,TRUE
1,0-Vomiting of fecal matter,0-R11.13,2-R11.13,TRUE
1,0-Bilious vomiting,0-R11.14,0-R11.1,TRUE
1,0-Bilious vomiting,0-R11.14,2-R11.14,TRUE
1,0-Cyclical vomiting syndrome unrelated to migraine,0-R11.15,0-R11.1,TRUE
1,0-Cyclical vomiting syndrome unrelated to migraine,0-R11.15,2-R11.15,TRUE
1,0-Cannabis hyperemesis syndrome,0-R11.16,0-R11.1,TRUE
1,0-Cannabis hyperemesis syndrome,0-R11.16,2-R11.16,TRUE
1,"0-Nausea with vomiting, unspecified",0-R11.2,0-R11,TRUE
1,"0-Nausea with vomiting, unspecified",0-R11.2,2-R11.2,TRUE
1,0-Heartburn,0-R12,0-R10-R19,TRUE
1,0-Heartburn,0-R12,2-R12,TRUE
1,0-Aphagia and dysphagia,0-R13,0-R10-R19,TRUE
1,0-Aphagia and dysphagia,0-R13,2-R13,TRUE
1,0-Aphagia,0-R13.0,0-R13,TRUE
1,0-Aphagia,0-R13.0,2-R13.0,TRUE
1,0-Dysphagia,0-R13.1,0-R13,TRUE
1,0-Dysphagia,0-R13.1,2-R13.1,TRUE
1,"0-Dysphagia, unspecified",0-R13.10,0-R13.1,TRUE
1,"0-Dysphagia, unspecified",0-R13.10,2-R13.10,TRUE
1,"0-Dysphagia, oral phase",0-R13.11,0-R13.1,TRUE
1,"0-Dysphagia, oral phase",0-R13.11,2-R13.11,TRUE
1,"0-Dysphagia, oropharyngeal phase",0-R13.12,0-R13.1,TRUE
1,"0-Dysphagia, oropharyngeal phase",0-R13.12,2-R13.12,TRUE
1,"0-Dysphagia, pharyngeal phase",0-R13.13,0-R13.1,TRUE
1,"0-Dysphagia, pharyngeal phase",0-R13.13,2-R13.13,TRUE
1,"0-Dysphagia, pharyngoesophageal phase",0-R13.14,0-R13.1,TRUE
1,"0-Dysphagia, pharyngoesophageal phase",0-R13.14,2-R13.14,TRUE
1,0-Other dysphagia,0-R13.19,0-R13.1,TRUE
1,0-Other dysphagia,0-R13.19,2-R13.19,TRUE
1,0-Flatulence and related conditions,0-R14,0-R10-R19,TRUE
1,0-Flatulence and related conditions,0-R14,2-R14,TRUE
1,0-Abdominal distension (gaseous),0-R14.0,0-R14,TRUE
1,0-Abdominal distension (gaseous),0-R14.0,2-R14.0,TRUE
1,0-Gas pain,0-R14.1,0-R14,TRUE
1,0-Gas pain,0-R14.1,2-R14.1,TRUE
1,0-Eructation,0-R14.2,0-R14,TRUE
1,0-Eructation,0-R14.2,2-R14.2,TRUE
1,0-Flatulence,0-R14.3,0-R14,TRUE
1,0-Flatulence,0-R14.3,2-R14.3,TRUE
1,0-Fecal incontinence,0-R15,0-R10-R19,TRUE
1,0-Fecal incontinence,0-R15,2-R15,TRUE
1,0-Incomplete defecation,0-R15.0,0-R15,TRUE
1,0-Incomplete defecation,0-R15.0,2-R15.0,TRUE
1,0-Fecal smearing,0-R15.1,0-R15,TRUE
1,0-Fecal smearing,0-R15.1,2-R15.1,TRUE
1,0-Fecal urgency,0-R15.2,0-R15,TRUE
1,0-Fecal urgency,0-R15.2,2-R15.2,TRUE
1,0-Full incontinence of feces,0-R15.9,0-R15,TRUE
1,0-Full incontinence of feces,0-R15.9,2-R15.9,TRUE
1,"0-Hepatomegaly and splenomegaly, not elsewhere classified",0-R16,0-R10-R19,TRUE
1,"0-Hepatomegaly and splenomegaly, not elsewhere classified",0-R16,2-R16,TRUE
1,"0-Hepatomegaly, not elsewhere classified",0-R16.0,0-R16,TRUE
1,"0-Hepatomegaly, not elsewhere classified",0-R16.0,2-R16.0,TRUE
1,"0-Splenomegaly, not elsewhere classified",0-R16.1,0-R16,TRUE
1,"0-Splenomegaly, not elsewhere classified",0-R16.1,2-R16.1,TRUE
1,"0-Hepatomegaly with splenomegaly, not elsewhere classified",0-R16.2,0-R16,TRUE
1,"0-Hepatomegaly with splenomegaly, not elsewhere classified",0-R16.2,2-R16.2,TRUE
1,0-Unspecified jaundice,0-R17,0-R10-R19,TRUE
1,0-Unspecified jaundice,0-R17,2-R17,TRUE
1,0-Ascites,0-R18,0-R10-R19,TRUE
1,0-Ascites,0-R18,2-R18,TRUE
1,0-Malignant ascites,0-R18.0,0-R18,TRUE
1,0-Malignant ascites,0-R18.0,2-R18.0,TRUE
1,0-Other ascites,0-R18.8,0-R18,TRUE
1,0-Other ascites,0-R18.8,2-R18.8,TRUE
1,0-Other symptoms and signs involving the digestive system and abdomen,0-R19,0-R10-R19,TRUE
1,0-Other symptoms and signs involving the digestive system and abdomen,0-R19,2-R19,TRUE
1,"0-Intra-abdominal and pelvic swelling, mass and lump",0-R19.0,0-R19,TRUE
1,"0-Intra-abdominal and pelvic swelling, mass and lump",0-R19.0,2-R19.0,TRUE
1,"0-Intra-abdominal and pelvic swelling, mass and lump, unspecified site",0-R19.00,0-R19.0,TRUE
1,"0-Intra-abdominal and pelvic swelling, mass and lump, unspecified site",0-R19.00,2-R19.00,TRUE
1,"0-Right upper quadrant abdominal swelling, mass and lump",0-R19.01,0-R19.0,TRUE
1,"0-Right upper quadrant abdominal swelling, mass and lump",0-R19.01,2-R19.01,TRUE
1,"0-Left upper quadrant abdominal swelling, mass and lump",0-R19.02,0-R19.0,TRUE
1,"0-Left upper quadrant abdominal swelling, mass and lump",0-R19.02,2-R19.02,TRUE
1,"0-Right lower quadrant abdominal swelling, mass and lump",0-R19.03,0-R19.0,TRUE
1,"0-Right lower quadrant abdominal swelling, mass and lump",0-R19.03,2-R19.03,TRUE
1,"0-Left lower quadrant abdominal swelling, mass and lump",0-R19.04,0-R19.0,TRUE
1,"0-Left lower quadrant abdominal swelling, mass and lump",0-R19.04,2-R19.04,TRUE
1,"0-Periumbilic swelling, mass or lump",0-R19.05,0-R19.0,TRUE
1,"0-Periumbilic swelling, mass or lump",0-R19.05,2-R19.05,TRUE
1,"0-Epigastric swelling, mass or lump",0-R19.06,0-R19.0,TRUE
1,"0-Epigastric swelling, mass or lump",0-R19.06,2-R19.06,TRUE
1,"0-Generalized intra-abdominal and pelvic swelling, mass and lump",0-R19.07,0-R19.0,TRUE
1,"0-Generalized intra-abdominal and pelvic swelling, mass and lump",0-R19.07,2-R19.07,TRUE
1,"0-Other intra-abdominal and pelvic swelling, mass and lump",0-R19.09,0-R19.0,TRUE
1,"0-Other intra-abdominal and pelvic swelling, mass and lump",0-R19.09,2-R19.09,TRUE
1,0-Abnormal bowel sounds,0-R19.1,0-R19,TRUE
1,0-Abnormal bowel sounds,0-R19.1,2-R19.1,TRUE
1,0-Absent bowel sounds,0-R19.11,0-R19.1,TRUE
1,0-Absent bowel sounds,0-R19.11,2-R19.11,TRUE
1,0-Hyperactive bowel sounds,0-R19.12,0-R19.1,TRUE
1,0-Hyperactive bowel sounds,0-R19.12,2-R19.12,TRUE
1,0-Other abnormal bowel sounds,0-R19.15,0-R19.1,TRUE
1,0-Other abnormal bowel sounds,0-R19.15,2-R19.15,TRUE
1,0-Visible peristalsis,0-R19.2,0-R19,TRUE
1,0-Visible peristalsis,0-R19.2,2-R19.2,TRUE
1,0-Abdominal rigidity,0-R19.3,0-R19,TRUE
1,0-Abdominal rigidity,0-R19.3,2-R19.3,TRUE
1,"0-Abdominal rigidity, unspecified site",0-R19.30,0-R19.3,TRUE
1,"0-Abdominal rigidity, unspecified site",0-R19.30,2-R19.30,TRUE
1,0-Right upper quadrant abdominal rigidity,0-R19.31,0-R19.3,TRUE
1,0-Right upper quadrant abdominal rigidity,0-R19.31,2-R19.31,TRUE
1,0-Left upper quadrant abdominal rigidity,0-R19.32,0-R19.3,TRUE
1,0-Left upper quadrant abdominal rigidity,0-R19.32,2-R19.32,TRUE
1,0-Right lower quadrant abdominal rigidity,0-R19.33,0-R19.3,TRUE
1,0-Right lower quadrant abdominal rigidity,0-R19.33,2-R19.33,TRUE
1,0-Left lower quadrant abdominal rigidity,0-R19.34,0-R19.3,TRUE
1,0-Left lower quadrant abdominal rigidity,0-R19.34,2-R19.34,TRUE
1,0-Periumbilic abdominal rigidity,0-R19.35,0-R19.3,TRUE
1,0-Periumbilic abdominal rigidity,0-R19.35,2-R19.35,TRUE
1,0-Epigastric abdominal rigidity,0-R19.36,0-R19.3,TRUE
1,0-Epigastric abdominal rigidity,0-R19.36,2-R19.36,TRUE
1,0-Generalized abdominal rigidity,0-R19.37,0-R19.3,TRUE
1,0-Generalized abdominal rigidity,0-R19.37,2-R19.37,TRUE
1,0-Change in bowel habit,0-R19.4,0-R19,TRUE
1,0-Change in bowel habit,0-R19.4,2-R19.4,TRUE
1,0-Other fecal abnormalities,0-R19.5,0-R19,TRUE
1,0-Other fecal abnormalities,0-R19.5,2-R19.5,TRUE
1,0-Halitosis,0-R19.6,0-R19,TRUE
1,0-Halitosis,0-R19.6,2-R19.6,TRUE
1,"0-Diarrhea, unspecified",0-R19.7,0-R19,TRUE
1,"0-Diarrhea, unspecified",0-R19.7,2-R19.7,TRUE
1,0-Other specified symptoms and signs involving the digestive system and abdomen,0-R19.8,0-R19,TRUE
1,0-Other specified symptoms and signs involving the digestive system and abdomen,0-R19.8,2-R19.8,TRUE
1,0-Fever of other and unknown origin,0-R50,0-R50-R69,TRUE
1,0-Fever of other and unknown origin,0-R50,2-R50,TRUE
1,0-General symptoms and signs,0-R50-R69,0-R00-R99,TRUE
1,0-General symptoms and signs,0-R50-R69,2-R50-R69,TRUE
1,0-Drug induced fever,0-R50.2,0-R50,TRUE
1,0-Drug induced fever,0-R50.2,2-R50.2,TRUE
1,0-Other specified fever,0-R50.8,0-R50,TRUE
1,0-Other specified fever,0-R50.8,2-R50.8,TRUE
1,0-Fever presenting with conditions classified elsewhere,0-R50.81,0-R50.8,TRUE
1,0-Fever presenting with conditions classified elsewhere,0-R50.81,2-R50.81,TRUE
1,0-Postprocedural fever,0-R50.82,0-R50.8,TRUE
1,0-Postprocedural fever,0-R50.82,2-R50.82,TRUE
1,0-Postvaccination fever,0-R50.83,0-R50.8,TRUE
1,0-Postvaccination fever,0-R50.83,2-R50.83,TRUE
1,0-Febrile nonhemolytic transfusion reaction,0-R50.84,0-R50.8,TRUE
1,0-Febrile nonhemolytic transfusion reaction,0-R50.84,2-R50.84,TRUE
1,"0-Fever, unspecified",0-R50.9,0-R50,TRUE
1,"0-Fever, unspecified",0-R50.9,2-R50.9,TRUE
1,0-Headache,0-R51,0-R50-R69,TRUE
1,0-Headache,0-R51,2-R51,TRUE
1,"0-Headache with orthostatic component, not elsewhere classified",0-R51.0,0-R51,TRUE
1,"0-Headache with orthostatic component, not elsewhere classified",0-R51.0,2-R51.0,TRUE
1,"0-Headache, unspecified",0-R51.9,0-R51,TRUE
1,"0-Headache, unspecified",0-R51.9,2-R51.9,TRUE
1,"0-Pain, unspecified",0-R52,0-R50-R69,TRUE
1,"0-Pain, unspecified",0-R52,2-R52,TRUE
1,0-Malaise and fatigue,0-R53,0-R50-R69,TRUE
1,0-Malaise and fatigue,0-R53,2-R53,TRUE
1,0-Neoplastic (malignant) related fatigue,0-R53.0,0-R53,TRUE
1,0-Neoplastic (malignant) related fatigue,0-R53.0,2-R53.0,TRUE
1,0-Weakness,0-R53.1,0-R53,TRUE
1,0-Weakness,0-R53.1,2-R53.1,TRUE
1,0-Functional quadriplegia,0-R53.2,0-R53,TRUE
1,0-Functional quadriplegia,0-R53.2,2-R53.2,TRUE
1,0-Other malaise and fatigue,0-R53.8,0-R53,TRUE
1,0-Other malaise and fatigue,0-R53.8,2-R53.8,TRUE
1,0-Other malaise,0-R53.81,0-R53.8,TRUE
1,0-Other malaise,0-R53.81,2-R53.81,TRUE
1,"0-Chronic fatigue, unspecified",0-R53.82,0-R53.8,TRUE
1,"0-Chronic fatigue, unspecified",0-R53.82,2-R53.82,TRUE
1,0-Other fatigue,0-R53.83,0-R53.8,TRUE
1,0-Other fatigue,0-R53.83,2-R53.83,TRUE
1,0-Age-related physical debility,0-R54,0-R50-R69,TRUE
1,0-Age-related physical debility,0-R54,2-R54,TRUE
1,0-Syncope and collapse,0-R55,0-R50-R69,TRUE
1,0-Syncope and collapse,0-R55,2-R55,TRUE
1,"0-Convulsions, not elsewhere classified",0-R56,0-R50-R69,TRUE
1,"0-Convulsions, not elsewhere classified",0-R56,2-R56,TRUE
1,0-Febrile convulsions,0-R56.0,0-R56,TRUE
1,0-Febrile convulsions,0-R56.0,2-R56.0,TRUE
1,0-Simple febrile convulsions,0-R56.00,0-R56.0,TRUE
1,0-Simple febrile convulsions,0-R56.00,2-R56.00,TRUE
1,0-Complex febrile convulsions,0-R56.01,0-R56.0,TRUE
1,0-Complex febrile convulsions,0-R56.01,2-R56.01,TRUE
1,0-Post traumatic seizures,0-R56.1,0-R56,TRUE
1,0-Post traumatic seizures,0-R56.1,2-R56.1,TRUE
1,0-Unspecified convulsions,0-R56.9,0-R56,TRUE
1,0-Unspecified convulsions,0-R56.9,2-R56.9,TRUE
1,"0-Shock, not elsewhere classified",0-R57,0-R50-R69,TRUE
1,"0-Shock, not elsewhere classified",0-R57,2-R57,TRUE
1,0-Cardiogenic shock,0-R57.0,0-R57,TRUE
1,0-Cardiogenic shock,0-R57.0,2-R57.0,TRUE
1,0-Hypovolemic shock,0-R57.1,0-R57,TRUE
1,0-Hypovolemic shock,0-R57.1,2-R57.1,TRUE
1,0-Other shock,0-R57.8,0-R57,TRUE
1,0-Other shock,0-R57.8,2-R57.8,TRUE
1,"0-Shock, unspecified",0-R57.9,0-R57,TRUE
1,"0-Shock, unspecified",0-R57.9,2-R57.9,TRUE
1,"0-Hemorrhage, not elsewhere classified",0-R58,0-R50-R69,TRUE
1,"0-Hemorrhage, not elsewhere classified",0-R58,2-R58,TRUE
1,0-Enlarged lymph nodes,0-R59,0-R50-R69,TRUE
1,0-Enlarged lymph nodes,0-R59,2-R59,TRUE
1,0-Localized enlarged lymph nodes,0-R59.0,0-R59,TRUE
1,0-Localized enlarged lymph nodes,0-R59.0,2-R59.0,TRUE
1,0-Generalized enlarged lymph nodes,0-R59.1,0-R59,TRUE
1,0-Generalized enlarged lymph nodes,0-R59.1,2-R59.1,TRUE
1,"0-Enlarged lymph nodes, unspecified",0-R59.9,0-R59,TRUE
1,"0-Enlarged lymph nodes, unspecified",0-R59.9,2-R59.9,TRUE
1,"0-Edema, not elsewhere classified",0-R60,0-R50-R69,TRUE
1,"0-Edema, not elsewhere classified",0-R60,2-R60,TRUE
1,0-Localized edema,0-R60.0,0-R60,TRUE
1,0-Localized edema,0-R60.0,2-R60.0,TRUE
1,0-Generalized edema,0-R60.1,0-R60,TRUE
1,0-Generalized edema,0-R60.1,2-R60.1,TRUE
1,"0-Edema, unspecified",0-R60.9,0-R60,TRUE
1,"0-Edema, unspecified",0-R60.9,2-R60.9,TRUE
1,0-Generalized hyperhidrosis,0-R61,0-R50-R69,TRUE
1,0-Generalized hyperhidrosis,0-R61,2-R61,TRUE
1,0-Lack of expected normal physiological development in childhood and adults,0-R62,0-R50-R69,TRUE
1,0-Lack of expected normal physiological development in childhood and adults,0-R62,2-R62,TRUE
1,0-Delayed milestone in childhood,0-R62.0,0-R62,TRUE
1,0-Delayed milestone in childhood,0-R62.0,2-R62.0,TRUE
1,0-Other and unspecified lack of expected normal physiological development in childhood,0-R62.5,0-R62,TRUE
1,0-Other and unspecified lack of expected normal physiological development in childhood,0-R62.5,2-R62.5,TRUE
1,0-Unspecified lack of expected normal physiological development in childhood,0-R62.50,0-R62.5,TRUE
1,0-Unspecified lack of expected normal physiological development in childhood,0-R62.50,2-R62.50,TRUE
1,0-Failure to thrive (child),0-R62.51,0-R62.5,TRUE
1,0-Failure to thrive (child),0-R62.51,2-R62.51,TRUE
1,0-Short stature (child),0-R62.52,0-R62.5,TRUE
1,0-Short stature (child),0-R62.52,2-R62.52,TRUE
1,0-Other lack of expected normal physiological development in childhood,0-R62.59,0-R62.5,TRUE
1,0-Other lack of expected normal physiological development in childhood,0-R62.59,2-R62.59,TRUE
1,0-Adult failure to thrive,0-R62.7,0-R62,TRUE
1,0-Adult failure to thrive,0-R62.7,2-R62.7,TRUE
1,0-Symptoms and signs concerning food and fluid intake,0-R63,0-R50-R69,TRUE
1,0-Symptoms and signs concerning food and fluid intake,0-R63,2-R63,TRUE
1,0-Anorexia,0-R63.0,0-R63,TRUE
1,0-Anorexia,0-R63.0,2-R63.0,TRUE
1,0-Polydipsia,0-R63.1,0-R63,TRUE
1,0-Polydipsia,0-R63.1,2-R63.1,TRUE
1,0-Polyphagia,0-R63.2,0-R63,TRUE
1,0-Polyphagia,0-R63.2,2-R63.2,TRUE
1,0-Feeding difficulties,0-R63.3,0-R63,TRUE
1,0-Feeding difficulties,0-R63.3,2-R63.3,TRUE
1,"0-Feeding difficulties, unspecified",0-R63.30,0-R63.3,TRUE
1,"0-Feeding difficulties, unspecified",0-R63.30,2-R63.30,TRUE
1,"0-Pediatric feeding disorder, acute",0-R63.31,0-R63.3,TRUE
1,"0-Pediatric feeding disorder, acute",0-R63.31,2-R63.31,TRUE
1,"0-Pediatric feeding disorder, chronic",0-R63.32,0-R63.3,TRUE
1,"0-Pediatric feeding disorder, chronic",0-R63.32,2-R63.32,TRUE
1,0-Other feeding difficulties,0-R63.39,0-R63.3,TRUE
1,0-Other feeding difficulties,0-R63.39,2-R63.39,TRUE
1,0-Abnormal weight loss,0-R63.4,0-R63,TRUE
1,0-Abnormal weight loss,0-R63.4,2-R63.4,TRUE
1,0-Abnormal weight gain,0-R63.5,0-R63,TRUE
1,0-Abnormal weight gain,0-R63.5,2-R63.5,TRUE
1,0-Underweight,0-R63.6,0-R63,TRUE
1,0-Underweight,0-R63.6,2-R63.6,TRUE
1,0-Other symptoms and signs concerning food and fluid intake,0-R63.8,0-R63,TRUE
1,0-Other symptoms and signs concerning food and fluid intake,0-R63.8,2-R63.8,TRUE
1,0-Cachexia,0-R64,0-R50-R69,TRUE
1,0-Cachexia,0-R64,2-R64,TRUE
1,0-Symptoms and signs specifically associated with systemic inflammation and infection,0-R65,0-R50-R69,TRUE
1,0-Symptoms and signs specifically associated with systemic inflammation and infection,0-R65,2-R65,TRUE
1,0-Systemic inflammatory response syndrome (SIRS) of non-infectious origin,0-R65.1,0-R65,TRUE
1,0-Systemic inflammatory response syndrome (SIRS) of non-infectious origin,0-R65.1,2-R65.1,TRUE
1,0-Systemic inflammatory response syndrome (SIRS) of non-infectious origin without acute organ dysfunction,0-R65.10,0-R65.1,TRUE
1,0-Systemic inflammatory response syndrome (SIRS) of non-infectious origin without acute organ dysfunction,0-R65.10,2-R65.10,TRUE
1,0-Systemic inflammatory response syndrome (SIRS) of non-infectious origin with acute organ dysfunction,0-R65.11,0-R65.1,TRUE
1,0-Systemic inflammatory response syndrome (SIRS) of non-infectious origin with acute organ dysfunction,0-R65.11,2-R65.11,TRUE
1,0-Severe sepsis,0-R65.2,0-R65,TRUE
1,0-Severe sepsis,0-R65.2,2-R65.2,TRUE
1,0-Severe sepsis without septic shock,0-R65.20,0-R65.2,TRUE
1,0-Severe sepsis without septic shock,0-R65.20,2-R65.20,TRUE
1,0-Severe sepsis with septic shock,0-R65.21,0-R65.2,TRUE
1,0-Severe sepsis with septic shock,0-R65.21,2-R65.21,TRUE
1,0-Other general symptoms and signs,0-R68,0-R50-R69,TRUE
1,0-Other general symptoms and signs,0-R68,2-R68,TRUE
1,"0-Hypothermia, not associated with low environmental temperature",0-R68.0,0-R68,TRUE
1,"0-Hypothermia, not associated with low environmental temperature",0-R68.0,2-R68.0,TRUE
1,0-Nonspecific symptoms peculiar to infancy,0-R68.1,0-R68,TRUE
1,0-Nonspecific symptoms peculiar to infancy,0-R68.1,2-R68.1,TRUE
1,0-Excessive crying of infant (baby),0-R68.11,0-R68.1,TRUE
1,0-Excessive crying of infant (baby),0-R68.11,2-R68.11,TRUE
1,0-Fussy infant (baby),0-R68.12,0-R68.1,TRUE
1,0-Fussy infant (baby),0-R68.12,2-R68.12,TRUE
1,0-Apparent life threatening event in infant (ALTE),0-R68.13,0-R68.1,TRUE
1,0-Apparent life threatening event in infant (ALTE),0-R68.13,2-R68.13,TRUE
1,0-Other nonspecific symptoms peculiar to infancy,0-R68.19,0-R68.1,TRUE
1,0-Other nonspecific symptoms peculiar to infancy,0-R68.19,2-R68.19,TRUE
1,"0-Dry mouth, unspecified",0-R68.2,0-R68,TRUE
1,"0-Dry mouth, unspecified",0-R68.2,2-R68.2,TRUE
1,0-Clubbing of fingers,0-R68.3,0-R68,TRUE
1,0-Clubbing of fingers,0-R68.3,2-R68.3,TRUE
1,0-Other general symptoms and signs,0-R68.8,0-R68,TRUE
1,0-Other general symptoms and signs,0-R68.8,2-R68.8,TRUE
1,0-Early satiety,0-R68.81,0-R68.8,TRUE
1,0-Early satiety,0-R68.81,2-R68.81,TRUE
1,0-Decreased libido,0-R68.82,0-R68.8,TRUE
1,0-Decreased libido,0-R68.82,2-R68.82,TRUE
1,0-Chills (without fever),0-R68.83,0-R68.8,TRUE
1,0-Chills (without fever),0-R68.83,2-R68.83,TRUE
1,0-Jaw pain,0-R68.84,0-R68.8,TRUE
1,0-Jaw pain,0-R68.84,2-R68.84,TRUE
1,0-Other general symptoms and signs,0-R68.89,0-R68.8,TRUE
1,0-Other general symptoms and signs,0-R68.89,2-R68.89,TRUE
1,"0-Illness, unspecified",0-R69,0-R50-R69,TRUE
1,"0-Illness, unspecified",0-R69,2-R69,TRUE
1,0-ICD-10 Root,0-Root,2-Root,TRUE
1,,0-Vibrio vulnificus,0-dummy2,TRUE
1,,0-Vibrio vulnificus,2-Vibrio vulnificus,TRUE
1,,0-dummy1,0-Root,TRUE
1,,0-dummy1,2-dummy1,TRUE
1,,0-dummy2,0-dummy1,TRUE
1,,0-dummy2,2-dummy2,TRUE
1,1-Cholera,1-A00,1-A00-A09,
1,1-Cholera,1-A00,2-A00,
1,1-Intestinal infectious diseases,1-A00-A09,1-A00-B99,TRUE
1,1-Intestinal infectious diseases,1-A00-A09,2-A00-A09,TRUE
1,1-Certain infectious and parasitic diseases,1-A00-B99,1-Root,
1,1-Certain infectious and parasitic diseases,1-A00-B99,2-A00-B99,
1,"1-Cholera due to Vibrio cholerae 01, biovar cholerae",1-A00.0,1-A00,
1,"1-Cholera due to Vibrio cholerae 01, biovar cholerae",1-A00.0,2-A00.0,
1,"1-Cholera due to Vibrio cholerae 01, biovar eltor",1-A00.1,1-A00,
1,"1-Cholera due to Vibrio cholerae 01, biovar eltor",1-A00.1,2-A00.1,
1,"1-Cholera, unspecified",1-A00.9,1-A00,
1,"1-Cholera, unspecified",1-A00.9,2-A00.9,
1,1-Typhoid and paratyphoid fevers,1-A01,1-A00-A09,
1,1-Typhoid and paratyphoid fevers,1-A01,2-A01,
1,1-Typhoid fever,1-A01.0,1-A01,
1,1-Typhoid fever,1-A01.0,2-A01.0,
1,"1-Typhoid fever, unspecified",1-A01.00,1-A01.0,
1,"1-Typhoid fever, unspecified",1-A01.00,2-A01.00,
1,1-Typhoid meningitis,1-A01.01,1-A01.0,
1,1-Typhoid meningitis,1-A01.01,2-A01.01,
1,1-Typhoid fever with heart involvement,1-A01.02,1-A01.0,
1,1-Typhoid fever with heart involvement,1-A01.02,2-A01.02,
1,1-Typhoid pneumonia,1-A01.03,1-A01.0,
1,1-Typhoid pneumonia,1-A01.03,2-A01.03,
