distance_between,description,child,parent,do_not_evaluate
1,"1-Nausea with vomiting, unspecified",1-R11.2,2-R11.2,
1,1-Heartburn,1-R12,1-R10-R19,
1,1-Heartburn,1-R12,2-R12,
1,1-Aphagia and dysphagia,1-R13,1-R10-R19,
1,1-Aphagia and dysphagia,1-R13,2-R13,
1,1-Aphagia,1-R13.0,1-R13,
1,1-Aphagia,1-R13.0,2-R13.0,
1,1-Dysphagia,1-R13.1,1-R13,
1,1-Dysphagia,1-R13.1,2-R13.1,
1,"1-Dysphagia, unspecified",1-R13.10,1-R13.1,
1,"1-Dysphagia, unspecified",1-R13.10,2-R13.10,
1,"1-Dysphagia, oral phase",1-R13.11,1-R13.1,
1,"1-Dysphagia, oral phase",1-R13.11,2-R13.11,
1,"1-Dysphagia, oropharyngeal phase",1-R13.12,1-R13.1,
1,"1-Dysphagia, oropharyngeal phase",1-R13.12,2-R13.12,
1,"1-Dysphagia, pharyngeal phase",1-R13.13,1-R13.1,
1,"1-Dysphagia, pharyngeal phase",1-R13.13,2-R13.13,
1,"1-Dysphagia, pharyngoesophageal phase",1-R13.14,1-R13.1,
1,"1-Dysphagia, pharyngoesophageal phase",1-R13.14,2-R13.14,
1,1-Other dysphagia,1-R13.19,1-R13.1,
1,1-Other dysphagia,1-R13.19,2-R13.19,
1,1-Flatulence and related conditions,1-R14,1-R10-R19,
1,1-Flatulence and related conditions,1-R14,2-R14,
1,1-Abdominal distension (gaseous),1-R14.0,1-R14,
1,1-Abdominal distension (gaseous),1-R14.0,2-R14.0,
1,1-Gas pain,1-R14.1,1-R14,
1,1-Gas pain,1-R14.1,2-R14.1,
1,1-Eructation,1-R14.2,1-R14,
1,1-Eructation,1-R14.2,2-R14.2,
1,1-Flatulence,1-R14.3,1-R14,
1,1-Flatulence,1-R14.3,2-R14.3,
1,1-Fecal incontinence,1-R15,1-R10-R19,
1,1-Fecal incontinence,1-R15,2-R15,
1,1-Incomplete defecation,1-R15.0,1-R15,
1,1-Incomplete defecation,1-R15.0,2-R15.0,
1,1-Fecal smearing,1-R15.1,1-R15,
1,1-Fecal smearing,1-R15.1,2-R15.1,
1,1-Fecal urgency,1-R15.2,1-R15,
1,1-Fecal urgency,1-R15.2,2-R15.2,
1,1-Full incontinence of feces,1-R15.9,1-R15,
1,1-Full incontinence of feces,1-R15.9,2-R15.9,
1,"1-Hepatomegaly and splenomegaly, not elsewhere classified",1-R16,1-R10-R19,
1,"1-Hepatomegaly and splenomegaly, not elsewhere classified",1-R16,2-R16,
1,"1-Hepatomegaly, not elsewhere classified",1-R16.0,1-R16,
1,"1-Hepatomegaly, not elsewhere classified",1-R16.0,2-R16.0,
1,"1-Splenomegaly, not elsewhere classified",1-R16.1,1-R16,
1,"1-Splenomegaly, not elsewhere classified",1-R16.1,2-R16.1,
1,"1-Hepatomegaly with splenomegaly, not elsewhere classified",1-R16.2,1-R16,
1,"1-Hepatomegaly with splenomegaly, not elsewhere classified",1-R16.2,2-R16.2,
1,1-Unspecified jaundice,1-R17,1-R10-R19,
1,1-Unspecified jaundice,1-R17,2-R17,
1,1-Ascites,1-R18,1-R10-R19,
1,1-Ascites,1-R18,2-R18,
1,1-Malignant ascites,1-R18.0,1-R18,
1,1-Malignant ascites,1-R18.0,2-R18.0,
1,1-Other ascites,1-R18.8,1-R18,
1,1-Other ascites,1-R18.8,2-R18.8,
1,1-Other symptoms and signs involving the digestive system and abdomen,1-R19,1-R10-R19,
1,1-Other symptoms and signs involving the digestive system and abdomen,1-R19,2-R19,
1,"1-Intra-abdominal and pelvic swelling, mass and lump",1-R19.0,1-R19,
1,"1-Intra-abdominal and pelvic swelling, mass and lump",1-R19.0,2-R19.0,
1,"1-Intra-abdominal and pelvic swelling, mass and lump, unspecified site",1-R19.00,1-R19.0,
1,"1-Intra-abdominal and pelvic swelling, mass and lump, unspecified site",1-R19.00,2-R19.00,
1,"1-Right upper quadrant abdominal swelling, mass and lump",1-R19.01,1-R19.0,
1,"1-Right upper quadrant abdominal swelling, mass and lump",1-R19.01,2-R19.01,
1,"1-Left upper quadrant abdominal swelling, mass and lump",1-R19.02,1-R19.0,
1,"1-Left upper quadrant abdominal swelling, mass and lump",1-R19.02,2-R19.02,
1,"1-Right lower quadrant abdominal swelling, mass and lump",1-R19.03,1-R19.0,
1,"1-Right lower quadrant abdominal swelling, mass and lump",1-R19.03,2-R19.03,
1,"1-Left lower quadrant abdominal swelling, mass and lump",1-R19.04,1-R19.0,
1,"1-Left lower quadrant abdominal swelling, mass and lump",1-R19.04,2-R19.04,
1,"1-Periumbilic swelling, mass or lump",1-R19.05,1-R19.0,
1,"1-Periumbilic swelling, mass or lump",1-R19.05,2-R19.05,
1,"1-Epigastric swelling, mass or lump",1-R19.06,1-R19.0,
1,"1-Epigastric swelling, mass or lump",1-R19.06,2-R19.06,
1,"1-Generalized intra-abdominal and pelvic swelling, mass and lump",1-R19.07,1-R19.0,
1,"1-Generalized intra-abdominal and pelvic swelling, mass and lump",1-R19.07,2-R19.07,
1,"1-Other intra-abdominal and pelvic swelling, mass and lump",1-R19.09,1-R19.0,
1,"1-Other intra-abdominal and pelvic swelling, mass and lump",1-R19.09,2-R19.09,
1,1-Abnormal bowel sounds,1-R19.1,1-R19,
1,1-Abnormal bowel sounds,1-R19.1,2-R19.1,
1,1-Absent bowel sounds,1-R19.11,1-R19.1,
1,1-Absent bowel sounds,1-R19.11,2-R19.11,
1,1-Hyperactive bowel sounds,1-R19.12,1-R19.1,
1,1-Hyperactive bowel sounds,1-R19.12,2-R19.12,
1,1-Other abnormal bowel sounds,1-R19.15,1-R19.1,
1,1-Other abnormal bowel sounds,1-R19.15,2-R19.15,
1,1-Visible peristalsis,1-R19.2,1-R19,
1,1-Visible peristalsis,1-R19.2,2-R19.2,
1,1-Abdominal rigidity,1-R19.3,1-R19,
1,1-Abdominal rigidity,1-R19.3,2-R19.3,
1,"1-Abdominal rigidity, unspecified site",1-R19.30,1-R19.3,
1,"1-Abdominal rigidity, unspecified site",1-R19.30,2-R19.30,
1,1-Right upper quadrant abdominal rigidity,1-R19.31,1-R19.3,
1,1-Right upper quadrant abdominal rigidity,1-R19.31,2-R19.31,
1,1-Left upper quadrant abdominal rigidity,1-R19.32,1-R19.3,
1,1-Left upper quadrant abdominal rigidity,1-R19.32,2-R19.32,
1,1-Right lower quadrant abdominal rigidity,1-R19.33,1-R19.3,
1,1-Right lower quadrant abdominal rigidity,1-R19.33,2-R19.33,
1,1-Left lower quadrant abdominal rigidity,1-R19.34,1-R19.3,
1,1-Left lower quadrant abdominal rigidity,1-R19.34,2-R19.34,
1,1-Periumbilic abdominal rigidity,1-R19.35,1-R19.3,
1,1-Periumbilic abdominal rigidity,1-R19.35,2-R19.35,
1,1-Epigastric abdominal rigidity,1-R19.36,1-R19.3,
1,1-Epigastric abdominal rigidity,1-R19.36,2-R19.36,
1,1-Generalized abdominal rigidity,1-R19.37,1-R19.3,
1,1-Generalized abdominal rigidity,1-R19.37,2-R19.37,
1,1-Change in bowel habit,1-R19.4,1-R19,
1,1-Change in bowel habit,1-R19.4,2-R19.4,
1,1-Other fecal abnormalities,1-R19.5,1-R19,
1,1-Other fecal abnormalities,1-R19.5,2-R19.5,
1,1-Halitosis,1-R19.6,1-R19,
1,1-Halitosis,1-R19.6,2-R19.6,
1,"1-Diarrhea, unspecified",1-R19.7,1-R19,
1,"1-Diarrhea, unspecified",1-R19.7,2-R19.7,
1,1-Other specified symptoms and signs involving the digestive system and abdomen,1-R19.8,1-R19,
1,1-Other specified symptoms and signs involving the digestive system and abdomen,1-R19.8,2-R19.8,
1,1-Fever of other and unknown origin,1-R50,1-R50-R69,
1,1-Fever of other and unknown origin,1-R50,2-R50,
1,1-General symptoms and signs,1-R50-R69,1-R00-R99,TRUE
1,1-General symptoms and signs,1-R50-R69,2-R50-R69,TRUE
1,1-Drug induced fever,1-R50.2,1-R50,
1,1-Drug induced fever,1-R50.2,2-R50.2,
1,1-Other specified fever,1-R50.8,1-R50,
1,1-Other specified fever,1-R50.8,2-R50.8,
1,1-Fever presenting with conditions classified elsewhere,1-R50.81,1-R50.8,
1,1-Fever presenting with conditions classified elsewhere,1-R50.81,2-R50.81,
1,1-Postprocedural fever,1-R50.82,1-R50.8,
1,1-Postprocedural fever,1-R50.82,2-R50.82,
1,1-Postvaccination fever,1-R50.83,1-R50.8,
1,1-Postvaccination fever,1-R50.83,2-R50.83,
1,1-Febrile nonhemolytic transfusion reaction,1-R50.84,1-R50.8,
1,1-Febrile nonhemolytic transfusion reaction,1-R50.84,2-R50.84,
1,"1-Fever, unspecified",1-R50.9,1-R50,
1,"1-Fever, unspecified",1-R50.9,2-R50.9,
1,1-Headache,1-R51,1-R50-R69,
1,1-Headache,1-R51,2-R51,
1,"1-Headache with orthostatic component, not elsewhere classified",1-R51.0,1-R51,
1,"1-Headache with orthostatic component, not elsewhere classified",1-R51.0,2-R51.0,
1,"1-Headache, unspecified",1-R51.9,1-R51,
1,"1-Headache, unspecified",1-R51.9,2-R51.9,
1,"1-Pain, unspecified",1-R52,1-R50-R69,
1,"1-Pain, unspecified",1-R52,2-R52,
1,1-Malaise and fatigue,1-R53,1-R50-R69,
1,1-Malaise and fatigue,1-R53,2-R53,
1,1-Neoplastic (malignant) related fatigue,1-R53.0,1-R53,
1,1-Neoplastic (malignant) related fatigue,1-R53.0,2-R53.0,
1,1-Weakness,1-R53.1,1-R53,
1,1-Weakness,1-R53.1,2-R53.1,
1,1-Functional quadriplegia,1-R53.2,1-R53,
1,1-Functional quadriplegia,1-R53.2,2-R53.2,
1,1-Other malaise and fatigue,1-R53.8,1-R53,
1,1-Other malaise and fatigue,1-R53.8,2-R53.8,
1,1-Other malaise,1-R53.81,1-R53.8,
1,1-Other malaise,1-R53.81,2-R53.81,
1,"1-Chronic fatigue, unspecified",1-R53.82,1-R53.8,
1,"1-Chronic fatigue, unspecified",1-R53.82,2-R53.82,
1,1-Other fatigue,1-R53.83,1-R53.8,
1,1-Other fatigue,1-R53.83,2-R53.83,
1,1-Age-related physical debility,1-R54,1-R50-R69,
1,1-Age-related physical debility,1-R54,2-R54,
1,1-Syncope and collapse,1-R55,1-R50-R69,
1,1-Syncope and collapse,1-R55,2-R55,
1,"1-Convulsions, not elsewhere classified",1-R56,1-R50-R69,
1,"1-Convulsions, not elsewhere classified",1-R56,2-R56,
1,1-Febrile convulsions,1-R56.0,1-R56,
1,1-Febrile convulsions,1-R56.0,2-R56.0,
1,1-Simple febrile convulsions,1-R56.00,1-R56.0,
1,1-Simple febrile convulsions,1-R56.00,2-R56.00,
1,1-Complex febrile convulsions,1-R56.01,1-R56.0,
1,1-Complex febrile convulsions,1-R56.01,2-R56.01,
1,1-Post traumatic seizures,1-R56.1,1-R56,
1,1-Post traumatic seizures,1-R56.1,2-R56.1,
1,1-Unspecified convulsions,1-R56.9,1-R56,
1,1-Unspecified convulsions,1-R56.9,2-R56.9,
1,"1-Shock, not elsewhere classified",1-R57,1-R50-R69,
1,"1-Shock, not elsewhere classified",1-R57,2-R57,
1,1-Cardiogenic shock,1-R57.0,1-R57,
1,1-Cardiogenic shock,1-R57.0,2-R57.0,
1,1-Hypovolemic shock,1-R57.1,1-R57,
1,1-Hypovolemic shock,1-R57.1,2-R57.1,
1,1-Other shock,1-R57.8,1-R57,
1,1-Other shock,1-R57.8,2-R57.8,
1,"1-Shock, unspecified",1-R57.9,1-R57,
1,"1-Shock, unspecified",1-R57.9,2-R57.9,
1,"1-Hemorrhage, not elsewhere classified",1-R58,1-R50-R69,
1,"1-Hemorrhage, not elsewhere classified",1-R58,2-R58,
1,1-Enlarged lymph nodes,1-R59,1-R50-R69,
1,1-Enlarged lymph nodes,1-R59,2-R59,
1,1-Localized enlarged lymph nodes,1-R59.0,1-R59,
1,1-Localized enlarged lymph nodes,1-R59.0,2-R59.0,
1,1-Generalized enlarged lymph nodes,1-R59.1,1-R59,
1,1-Generalized enlarged lymph nodes,1-R59.1,2-R59.1,
1,"1-Enlarged lymph nodes, unspecified",1-R59.9,1-R59,
1,"1-Enlarged lymph nodes, unspecified",1-R59.9,2-R59.9,
1,"1-Edema, not elsewhere classified",1-R60,1-R50-R69,
1,"1-Edema, not elsewhere classified",1-R60,2-R60,
1,1-Localized edema,1-R60.0,1-R60,
1,1-Localized edema,1-R60.0,2-R60.0,
1,1-Generalized edema,1-R60.1,1-R60,
1,1-Generalized edema,1-R60.1,2-R60.1,
1,"1-Edema, unspecified",1-R60.9,1-R60,
1,"1-Edema, unspecified",1-R60.9,2-R60.9,
1,1-Generalized hyperhidrosis,1-R61,1-R50-R69,
1,1-Generalized hyperhidrosis,1-R61,2-R61,
1,1-Lack of expected normal physiological development in childhood and adults,1-R62,1-R50-R69,
1,1-Lack of expected normal physiological development in childhood and adults,1-R62,2-R62,
1,1-Delayed milestone in childhood,1-R62.0,1-R62,
1,1-Delayed milestone in childhood,1-R62.0,2-R62.0,
1,1-Other and unspecified lack of expected normal physiological development in childhood,1-R62.5,1-R62,
1,1-Other and unspecified lack of expected normal physiological development in childhood,1-R62.5,2-R62.5,
1,1-Unspecified lack of expected normal physiological development in childhood,1-R62.50,1-R62.5,
1,1-Unspecified lack of expected normal physiological development in childhood,1-R62.50,2-R62.50,
1,1-Failure to thrive (child),1-R62.51,1-R62.5,
1,1-Failure to thrive (child),1-R62.51,2-R62.51,
1,1-Short stature (child),1-R62.52,1-R62.5,
1,1-Short stature (child),1-R62.52,2-R62.52,
1,1-Other lack of expected normal physiological development in childhood,1-R62.59,1-R62.5,
1,1-Other lack of expected normal physiological development in childhood,1-R62.59,2-R62.59,
1,1-Adult failure to thrive,1-R62.7,1-R62,
1,1-Adult failure to thrive,1-R62.7,2-R62.7,
1,1-Symptoms and signs concerning food and fluid intake,1-R63,1-R50-R69,
1,1-Symptoms and signs concerning food and fluid intake,1-R63,2-R63,
1,1-Anorexia,1-R63.0,1-R63,
1,1-Anorexia,1-R63.0,2-R63.0,
1,1-Polydipsia,1-R63.1,1-R63,
1,1-Polydipsia,1-R63.1,2-R63.1,
1,1-Polyphagia,1-R63.2,1-R63,
1,1-Polyphagia,1-R63.2,2-R63.2,
1,1-Feeding difficulties,1-R63.3,1-R63,
1,1-Feeding difficulties,1-R63.3,2-R63.3,
1,"1-Feeding difficulties, unspecified",1-R63.30,1-R63.3,
1,"1-Feeding difficulties, unspecified",1-R63.30,2-R63.30,
1,"1-Pediatric feeding disorder, acute",1-R63.31,1-R63.3,
1,"1-Pediatric feeding disorder, acute",1-R63.31,2-R63.31,
1,"1-Pediatric feeding disorder, chronic",1-R63.32,1-R63.3,
1,"1-Pediatric feeding disorder, chronic",1-R63.32,2-R63.32,
1,1-Other feeding difficulties,1-R63.39,1-R63.3,
1,1-Other feeding difficulties,1-R63.39,2-R63.39,
1,1-Abnormal weight loss,1-R63.4,1-R63,
1,1-Abnormal weight loss,1-R63.4,2-R63.4,
1,1-Abnormal weight gain,1-R63.5,1-R63,
1,1-Abnormal weight gain,1-R63.5,2-R63.5,
1,1-Underweight,1-R63.6,1-R63,
1,1-Underweight,1-R63.6,2-R63.6,
1,1-Other symptoms and signs concerning food and fluid intake,1-R63.8,1-R63,
1,1-Other symptoms and signs concerning food and fluid intake,1-R63.8,2-R63.8,
1,1-Cachexia,1-R64,1-R50-R69,
1,1-Cachexia,1-R64,2-R64,
1,1-Symptoms and signs specifically associated with systemic inflammation and infection,1-R65,1-R50-R69,
1,1-Symptoms and signs specifically associated with systemic inflammation and infection,1-R65,2-R65,
1,1-Systemic inflammatory response syndrome (SIRS) of non-infectious origin,1-R65.1,1-R65,
1,1-Systemic inflammatory response syndrome (SIRS) of non-infectious origin,1-R65.1,2-R65.1,
1,1-Systemic inflammatory response syndrome (SIRS) of non-infectious origin without acute organ dysfunction,1-R65.10,1-R65.1,
1,1-Systemic inflammatory response syndrome (SIRS) of non-infectious origin without acute organ dysfunction,1-R65.10,2-R65.10,
1,1-Systemic inflammatory response syndrome (SIRS) of non-infectious origin with acute organ dysfunction,1-R65.11,1-R65.1,
1,1-Systemic inflammatory response syndrome (SIRS) of non-infectious origin with acute organ dysfunction,1-R65.11,2-R65.11,
1,1-Severe sepsis,1-R65.2,1-R65,
1,1-Severe sepsis,1-R65.2,2-R65.2,
1,1-Severe sepsis without septic shock,1-R65.20,1-R65.2,
1,1-Severe sepsis without septic shock,1-R65.20,2-R65.20,
1,1-Severe sepsis with septic shock,1-R65.21,1-R65.2,
1,1-Severe sepsis with septic shock,1-R65.21,2-R65.21,
1,1-Other general symptoms and signs,1-R68,1-R50-R69,
1,1-Other general symptoms and signs,1-R68,2-R68,
1,"1-Hypothermia, not associated with low environmental temperature",1-R68.0,1-R68,
1,"1-Hypothermia, not associated with low environmental temperature",1-R68.0,2-R68.0,
1,1-Nonspecific symptoms peculiar to infancy,1-R68.1,1-R68,
1,1-Nonspecific symptoms peculiar to infancy,1-R68.1,2-R68.1,
1,1-Excessive crying of infant (baby),1-R68.11,1-R68.1,
1,1-Excessive crying of infant (baby),1-R68.11,2-R68.11,
1,1-Fussy infant (baby),1-R68.12,1-R68.1,
1,1-Fussy infant (baby),1-R68.12,2-R68.12,
1,1-Apparent life threatening event in infant (ALTE),1-R68.13,1-R68.1,
1,1-Apparent life threatening event in infant (ALTE),1-R68.13,2-R68.13,
1,1-Other nonspecific symptoms peculiar to infancy,1-R68.19,1-R68.1,
1,1-Other nonspecific symptoms peculiar to infancy,1-R68.19,2-R68.19,
1,"1-Dry mouth, unspecified",1-R68.2,1-R68,
1,"1-Dry mouth, unspecified",1-R68.2,2-R68.2,
1,1-Clubbing of fingers,1-R68.3,1-R68,
1,1-Clubbing of fingers,1-R68.3,2-R68.3,
1,1-Other general symptoms and signs,1-R68.8,1-R68,
1,1-Other general symptoms and signs,1-R68.8,2-R68.8,
1,1-Early satiety,1-R68.81,1-R68.8,
1,1-Early satiety,1-R68.81,2-R68.81,
1,1-Decreased libido,1-R68.82,1-R68.8,
1,1-Decreased libido,1-R68.82,2-R68.82,
1,1-Chills (without fever),1-R68.83,1-R68.8,
1,1-Chills (without fever),1-R68.83,2-R68.83,
1,1-Jaw pain,1-R68.84,1-R68.8,
1,1-Jaw pain,1-R68.84,2-R68.84,
1,1-Other general symptoms and signs,1-R68.89,1-R68.8,
1,1-Other general symptoms and signs,1-R68.89,2-R68.89,
1,"1-Illness, unspecified",1-R69,1-R50-R69,
1,"1-Illness, unspecified",1-R69,2-R69,
1,1-ICD-10 Root,1-Root,2-Root,
1,,1-Vibrio vulnificus,1-dummy2,
1,,1-Vibrio vulnificus,2-Vibrio vulnificus,
1,,1-dummy1,1-Root,
1,,1-dummy1,2-dummy1,
1,,1-dummy2,1-dummy1,TRUE
1,,1-dummy2,2-dummy2,TRUE
1,2-Cholera,2-A00,2-A00-A09,
1,2-Intestinal infectious diseases,2-A00-A09,2-A00-B99,
1,2-Certain infectious and parasitic diseases,2-A00-B99,2-Root,
1,"2-Cholera due to Vibrio cholerae 01, biovar cholerae",2-A00.0,2-A00,
1,"2-Cholera due to Vibrio cholerae 01, biovar eltor",2-A00.1,2-A00,
1,"2-Cholera, unspecified",2-A00.9,2-A00,
1,2-Typhoid and paratyphoid fevers,2-A01,2-A00-A09,
1,2-Typhoid fever,2-A01.0,2-A01,
1,"2-Typhoid fever, unspecified",2-A01.00,2-A01.0,
1,2-Typhoid meningitis,2-A01.01,2-A01.0,
1,2-Typhoid fever with heart involvement,2-A01.02,2-A01.0,
1,2-Typhoid pneumonia,2-A01.03,2-A01.0,
1,2-Typhoid arthritis,2-A01.04,2-A01.0,
1,2-Typhoid osteomyelitis,2-A01.05,2-A01.0,
1,2-Typhoid fever with other complications,2-A01.09,2-A01.0,
1,2-Paratyphoid fever A,2-A01.1,2-A01,
1,2-Paratyphoid fever B,2-A01.2,2-A01,
1,2-Paratyphoid fever C,2-A01.3,2-A01,
1,"2-Paratyphoid fever, unspecified",2-A01.4,2-A01,
1,2-Other salmonella infections,2-A02,2-A00-A09,
1,2-Salmonella enteritis,2-A02.0,2-A02,
1,2-Salmonella sepsis,2-A02.1,2-A02,
1,2-Localized salmonella infections,2-A02.2,2-A02,
1,"2-Localized salmonella infection, unspecified",2-A02.20,2-A02.2,
1,2-Salmonella meningitis,2-A02.21,2-A02.2,
1,2-Salmonella pneumonia,2-A02.22,2-A02.2,
1,2-Salmonella arthritis,2-A02.23,2-A02.2,
1,2-Salmonella osteomyelitis,2-A02.24,2-A02.2,
1,2-Salmonella pyelonephritis,2-A02.25,2-A02.2,
1,2-Salmonella with other localized infection,2-A02.29,2-A02.2,
1,2-Other specified salmonella infections,2-A02.8,2-A02,
1,"2-Salmonella infection, unspecified",2-A02.9,2-A02,
1,2-Shigellosis,2-A03,2-A00-A09,
1,2-Shigellosis due to Shigella dysenteriae,2-A03.0,2-A03,
1,2-Shigellosis due to Shigella flexneri,2-A03.1,2-A03,
1,2-Shigellosis due to Shigella boydii,2-A03.2,2-A03,
1,2-Shigellosis due to Shigella sonnei,2-A03.3,2-A03,
1,2-Other shigellosis,2-A03.8,2-A03,
1,"2-Shigellosis, unspecified",2-A03.9,2-A03,
1,2-Other bacterial intestinal infections,2-A04,2-A00-A09,
1,2-Enteropathogenic Escherichia coli infection,2-A04.0,2-A04,
1,2-Enteropathogenic Escherichia coli infection,2-A04.0,2-Escherichia coli,
1,2-Enterotoxigenic Escherichia coli infection,2-A04.1,2-A04,
1,2-Enterotoxigenic Escherichia coli infection,2-A04.1,2-Escherichia coli,
1,2-Enteroinvasive Escherichia coli infection,2-A04.2,2-A04,
1,2-Enteroinvasive Escherichia coli infection,2-A04.2,2-Escherichia coli,
1,2-Enterohemorrhagic Escherichia coli infection,2-A04.3,2-A04,
1,2-Enterohemorrhagic Escherichia coli infection,2-A04.3,2-Escherichia coli,
1,2-Other intestinal Escherichia coli infections,2-A04.4,2-A04,
1,2-Other intestinal Escherichia coli infections,2-A04.4,2-Escherichia coli,
1,2-Campylobacter enteritis,2-A04.5,2-A04,
1,2-Enteritis due to Yersinia enterocolitica,2-A04.6,2-A04,
1,2-Enterocolitis due to Clostridium difficile,2-A04.7,2-A04,
1,"2-Enterocolitis due to Clostridium difficile, recurrent",2-A04.71,2-A04.7,
1,"2-Enterocolitis due to Clostridium difficile, not specified as recurrent",2-A04.72,2-A04.7,
1,2-Other specified bacterial intestinal infections,2-A04.8,2-A04,
1,"2-Bacterial intestinal infection, unspecified",2-A04.9,2-A04,
1,"2-Other bacterial foodborne intoxications, not elsewhere classified",2-A05,2-A00-A09,
1,2-Foodborne staphylococcal intoxication,2-A05.0,2-A05,
1,2-Botulism food poisoning,2-A05.1,2-A05,
1,2-Foodborne Clostridium perfringens [Clostridium welchii] intoxication,2-A05.2,2-A05,
1,2-Foodborne Clostridium perfringens [Clostridium welchii] intoxication,2-A05.2,2-Clostridium perfringens,
1,2-Foodborne Vibrio parahaemolyticus intoxication,2-A05.3,2-A05,
1,2-Foodborne Bacillus cereus intoxication,2-A05.4,2-A05,
1,2-Foodborne Vibrio vulnificus intoxication,2-A05.5,2-A05,
1,2-Foodborne Vibrio vulnificus intoxication,2-A05.5,2-Vibrio vulnificus,
1,2-Other specified bacterial foodborne intoxications,2-A05.8,2-A05,
1,"2-Bacterial foodborne intoxication, unspecified",2-A05.9,2-A05,
1,2-Amebiasis,2-A06,2-A00-A09,
1,2-Acute amebic dysentery,2-A06.0,2-A06,
1,2-Chronic intestinal amebiasis,2-A06.1,2-A06,
1,2-Amebic nondysenteric colitis,2-A06.2,2-A06,
1,2-Ameboma of intestine,2-A06.3,2-A06,
1,2-Amebic liver abscess,2-A06.4,2-A06,
1,2-Amebic lung abscess,2-A06.5,2-A06,
1,2-Amebic brain abscess,2-A06.6,2-A06,
1,2-Cutaneous amebiasis,2-A06.7,2-A06,
1,2-Amebic infection of other sites,2-A06.8,2-A06,
1,2-Amebic cystitis,2-A06.81,2-A06.8,
1,2-Other amebic genitourinary infections,2-A06.82,2-A06.8,
1,2-Other amebic infections,2-A06.89,2-A06.8,
1,"2-Amebiasis, unspecified",2-A06.9,2-A06,
1,2-Other protozoal intestinal diseases,2-A07,2-A00-A09,
1,2-Balantidiasis,2-A07.0,2-A07,
1,2-Giardiasis [lambliasis],2-A07.1,2-A07,
1,2-Cryptosporidiosis,2-A07.2,2-A07,
1,2-Isosporiasis,2-A07.3,2-A07,
1,2-Cyclosporiasis,2-A07.4,2-A07,
1,2-Other specified protozoal intestinal diseases,2-A07.8,2-A07,
1,"2-Protozoal intestinal disease, unspecified",2-A07.9,2-A07,
1,2-Viral and other specified intestinal infections,2-A08,2-A00-A09,
1,2-Rotaviral enteritis,2-A08.0,2-A08,
1,2-Acute gastroenteropathy due to Norwalk agent and other small round viruses,2-A08.1,2-A08,
1,2-Acute gastroenteropathy due to Norwalk agent,2-A08.11,2-A08.1,
1,2-Acute gastroenteropathy due to other small round viruses,2-A08.19,2-A08.1,
1,2-Adenoviral enteritis,2-A08.2,2-A08,
1,2-Other viral enteritis,2-A08.3,2-A08,
1,2-Calicivirus enteritis,2-A08.31,2-A08.3,
1,2-Astrovirus enteritis,2-A08.32,2-A08.3,
1,2-Other viral enteritis,2-A08.39,2-A08.3,
1,"2-Viral intestinal infection, unspecified",2-A08.4,2-A08,
1,2-Other specified intestinal infections,2-A08.8,2-A08,
1,"2-Infectious gastroenteritis and colitis, unspecified",2-A09,2-A00-A09,
1,,2-Clostridium perfringens,2-dummy2,
1,,2-Escherichia coli,2-dummy2,
1,2-Acute nasopharyngitis [common cold],2-J00,2-J00-J06,
1,2-Acute upper respiratory infections,2-J00-J06,2-J00-J99,
1,2-Diseases of the respiratory system,2-J00-J99,2-Root,
1,2-Acute sinusitis,2-J01,2-J00-J06,
1,2-Acute maxillary sinusitis,2-J01.0,2-J01,
1,"2-Acute maxillary sinusitis, unspecified",2-J01.00,2-J01.0,
1,2-Acute recurrent maxillary sinusitis,2-J01.01,2-J01.0,
1,2-Acute frontal sinusitis,2-J01.1,2-J01,
1,"2-Acute frontal sinusitis, unspecified",2-J01.10,2-J01.1,
1,2-Acute recurrent frontal sinusitis,2-J01.11,2-J01.1,
1,2-Acute ethmoidal sinusitis,2-J01.2,2-J01,
1,"2-Acute ethmoidal sinusitis, unspecified",2-J01.20,2-J01.2,
1,2-Acute recurrent ethmoidal sinusitis,2-J01.21,2-J01.2,
1,2-Acute sphenoidal sinusitis,2-J01.3,2-J01,
1,"2-Acute sphenoidal sinusitis, unspecified",2-J01.30,2-J01.3,
1,2-Acute recurrent sphenoidal sinusitis,2-J01.31,2-J01.3,
1,2-Acute pansinusitis,2-J01.4,2-J01,
1,"2-Acute pansinusitis, unspecified",2-J01.40,2-J01.4,
1,2-Acute recurrent pansinusitis,2-J01.41,2-J01.4,
1,2-Other acute sinusitis,2-J01.8,2-J01,
1,2-Other acute sinusitis,2-J01.80,2-J01.8,
1,2-Other acute recurrent sinusitis,2-J01.81,2-J01.8,
1,"2-Acute sinusitis, unspecified",2-J01.9,2-J01,
1,"2-Acute sinusitis, unspecified",2-J01.90,2-J01.9,
1,"2-Acute recurrent sinusitis, unspecified",2-J01.91,2-J01.9,
1,2-Acute pharyngitis,2-J02,2-J00-J06,
1,2-Streptococcal pharyngitis,2-J02.0,2-J02,
1,2-Streptococcal pharyngitis,2-J02.0,2-Other streptococcus,
1,2-Acute pharyngitis due to other specified organisms,2-J02.8,2-J02,
1,"2-Acute pharyngitis, unspecified",2-J02.9,2-J02,
1,2-Acute tonsillitis,2-J03,2-J00-J06,
1,2-Streptococcal tonsillitis,2-J03.0,2-J03,
1,2-Streptococcal tonsillitis,2-J03.0,2-Other streptococcus,
1,"2-Acute streptococcal tonsillitis, unspecified",2-J03.00,2-J03.0,
